pl_name,hostname,discoverymethod,disc_year,pl_eqt
HD 48948 b,HD 48948,Radial Velocity,2024,957.0
Kepler-722 b,Kepler-722,Transit,2016,1182.0
HD 220074 b,HD 220074,Radial Velocity,2012,
24 Boo b,24 Boo,Radial Velocity,2018,
TRAPPIST-1 f,TRAPPIST-1,Transit,2017,217.7
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,Microlensing,2021,
K2-219 b,K2-219,Transit,2018,
GJ 667 C b,GJ 667 C,Radial Velocity,2012,
HD 180617 b,HD 180617,Radial Velocity,2018,
HD 74156 c,HD 74156,Radial Velocity,2003,
Kepler-1621 b,Kepler-1621,Transit,2016,469.0
HD 206893 b,HD 206893,Imaging,2021,1429.2
Kepler-1478 b,Kepler-1478,Transit,2016,598.0
Kepler-418 c,Kepler-418,Transit,2021,835.0
HD 110067 d,HD 110067,Transit,2023,602.0
Kepler-333 c,Kepler-333,Transit,2014,386.0
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,Microlensing,2016,
HD 79498 b,HD 79498,Radial Velocity,2011,
Kepler-203 c,Kepler-203,Transit,2014,1096.0
TOI-1203 d,TOI-1203,Transit,2025,743.6
Kepler-238 d,Kepler-238,Transit,2014,888.0
HD 238090 b,HD 238090,Radial Velocity,2020,469.6
Kepler-221 b,Kepler-221,Transit,2014,1090.0
Kepler-745 b,Kepler-745,Transit,2016,931.0
Kepler-1840 b,Kepler-1840,Transit,2021,284.0
Kepler-810 b,Kepler-810,Transit,2016,1105.0
Kepler-1365 c,Kepler-1365,Transit,2016,1137.0
Kepler-1362 b,Kepler-1362,Transit,2016,248.0
Kepler-353 b,Kepler-353,Transit,2014,534.0
KMT-2017-BLG-2331L b,KMT-2017-BLG-2331L,Microlensing,2024,
HD 28109 d,HD 28109,Transit,2022,506.5
CoRoT-21 b,CoRoT-21,Transit,2012,
HD 20003 c,HD 20003,Radial Velocity,2019,
Kepler-716 b,Kepler-716,Transit,2016,720.0
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,Microlensing,2008,82.0
KOI-984 b,KOI-984,Transit,2022,1022.0
TOI-1420 b,TOI-1420,Transit,2023,957.0
Kepler-37 c,Kepler-37,Transit,2013,615.0
Kepler-717 b,Kepler-717,Transit,2016,1139.0
Kepler-101 b,Kepler-101,Transit,2014,1513.0
K2-188 c,K2-188,Transit,2018,1026.0
K2-148 d,K2-148,Transit,2018,
GJ 367 d,GJ 367,Radial Velocity,2023,
TOI-4791 b,TOI-4791,Transit,2023,1472.0
HAT-P-4 b,HAT-P-4,Transit,2007,1686.0
Kepler-1566 b,Kepler-1566,Transit,2016,1871.0
kap And b,kap And,Imaging,2012,1900.0
Kepler-619 d,Kepler-619,Transit,2023,830.0
Kepler-1751 b,Kepler-1751,Transit,2021,984.0
WASP-132 d,WASP-132,Radial Velocity,2024,107.0
Kepler-411 c,Kepler-411,Transit,2016,838.0
Kepler-1601 b,Kepler-1601,Transit,2016,1507.0
HD 134606 b,HD 134606,Radial Velocity,2024,
K2-66 b,K2-66,Transit,2016,1372.0
Kepler-704 b,Kepler-704,Transit,2016,1121.0
TOI-1691 b,TOI-1691,Transit,2024,703.49
K2-230 b,K2-230,Transit,2018,1529.0
Kepler-445 b,Kepler-445,Transit,2015,401.0
K2-117 b,K2-117,Transit,2017,868.0
Kepler-138 d,Kepler-138,Transit,2014,345.0
K2-156 b,K2-156,Transit,2018,1347.0
Kepler-540 b,Kepler-540,Transit,2016,355.0
HATS-56 b,HATS-56,Transit,2019,1902.0
Kepler-33 c,Kepler-33,Transit,2011,1009.0
KELT-10 b,KELT-10,Transit,2016,1377.0
K2-385 b,K2-385,Transit,2022,
K2-334 b,K2-334,Transit,2021,1380.0
Kepler-583 b,Kepler-583,Transit,2016,1017.0
WASP-154 b,WASP-154,Transit,2025,994.0
Kepler-150 f,Kepler-150,Transit,2017,
Kepler-304 c,Kepler-304,Transit,2014,746.0
HAT-P-43 b,HAT-P-43,Transit,2012,1353.0
Kepler-1649 c,Kepler-1649,Transit,2020,234.0
Kepler-1167 b,Kepler-1167,Transit,2016,1419.0
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,Microlensing,2019,
Kepler-279 d,Kepler-279,Transit,2013,574.0
WASP-57 b,WASP-57,Transit,2012,1338.0
Kepler-1779 b,Kepler-1779,Transit,2021,730.0
Kepler-49 e,Kepler-49,Transit,2014,371.0
Kepler-1432 b,Kepler-1432,Transit,2016,709.0
Kepler-1770 b,Kepler-1770,Transit,2021,699.0
Kepler-216 b,Kepler-216,Transit,2014,1069.0
HAT-P-42 b,HAT-P-42,Transit,2012,1428.0
Kepler-355 c,Kepler-355,Transit,2014,633.0
TOI-6324 b,TOI-6324,Transit,2025,1216.0
TOI-2768 b,TOI-2768,Transit,2024,855.0
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,Microlensing,2020,
Kepler-326 c,Kepler-326,Transit,2014,889.0
Kepler-1299 b,Kepler-1299,Transit,2016,588.0
Kepler-529 d,Kepler-529,Transit,2021,633.0
K2-346 b,K2-346,Transit,2021,450.0
Kepler-381 d,Kepler-381,Transit,2021,1387.0
Kepler-296 d,Kepler-296,Transit,2014,403.0
TOI-172 b,TOI-172,Transit,2019,1198.0
Kepler-741 b,Kepler-741,Transit,2016,1051.0
Kepler-1806 b,Kepler-1806,Transit,2021,729.0
Kepler-1739 b,Kepler-1739,Transit,2021,839.0
Kepler-353 c,Kepler-353,Transit,2014,472.0
HD 2952 b,HD 2952,Radial Velocity,2013,
Kepler-278 b,Kepler-278,Transit,2014,586.0
Kepler-615 b,Kepler-615,Transit,2016,620.0
Kepler-1226 b,Kepler-1226,Transit,2016,809.0
Kepler-560 b,Kepler-560,Transit,2016,298.0
TOI-6383 A b,TOI-6383 A,Transit,2024,745.0
PZ Tel b,PZ Tel,Imaging,2023,
K2-268 e,K2-268,Transit,2021,801.0
Kepler-1638 b,Kepler-1638,Transit,2016,304.0
Kepler-1048 b,Kepler-1048,Transit,2016,619.0
Kepler-1254 d,Kepler-1254,Transit,2016,794.0
Kepler-752 b,Kepler-752,Transit,2016,632.0
Kepler-1692 b,Kepler-1692,Transit,2020,897.0
Kepler-1422 b,Kepler-1422,Transit,2016,833.0
K2-45 b,K2-45,Transit,2016,1073.56
Kepler-1094 b,Kepler-1094,Transit,2016,480.0
HD 69830 c,HD 69830,Radial Velocity,2006,
HD 82943 c,HD 82943,Radial Velocity,2003,
TOI-4504 b,TOI-4504,Transit,2024,1234.03
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,Microlensing,2020,
Kepler-148 b,Kepler-148,Transit,2014,1284.0
Kepler-1760 b,Kepler-1760,Transit,2021,480.0
HD 167768 b,HD 167768,Radial Velocity,2022,
TOI-1749 d,TOI-1749,Transit,2021,533.0
EPIC 206042996 c,EPIC 206042996,Transit,2021,
Kepler-6 b,Kepler-6,Transit,2009,1460.0
Kepler-1756 b,Kepler-1756,Transit,2021,1093.0
Kepler-954 b,Kepler-954,Transit,2016,545.0
HATS-38 b,HATS-38,Transit,2020,1294.0
TOI-4504 d,TOI-4504,Transit Timing Variations,2024,
K2-36 c,K2-36,Transit,2016,854.0
Kepler-1388 c,Kepler-1388,Transit,2016,566.0
Kepler-299 e,Kepler-299,Transit,2014,534.0
Kepler-1064 b,Kepler-1064,Transit,2016,570.0
Kepler-416 b,Kepler-416,Transit Timing Variations,2014,986.0
K2-366 b,K2-366,Transit,2022,
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,Microlensing,2013,
Kepler-1567 b,Kepler-1567,Transit,2016,330.0
HD 147873 c,HD 147873,Radial Velocity,2016,
Kepler-228 c,Kepler-228,Transit,2014,1160.0
K2-32 b,K2-32,Transit,2016,837.0
GJ 2030 c,GJ 2030,Radial Velocity,2022,
Kepler-290 b,Kepler-290,Transit,2014,594.0
Kepler-766 b,Kepler-766,Transit,2016,990.0
Kepler-1212 b,Kepler-1212,Transit,2016,795.0
Kepler-857 b,Kepler-857,Transit,2016,390.0
HD 96700 b,HD 96700,Radial Velocity,2021,
Kepler-1626 b,Kepler-1626,Transit,2016,1352.0
TOI-1836 c,TOI-1836,Transit,2024,2007.6
Kepler-373 b,Kepler-373,Transit,2014,1054.0
K2-64 b,K2-64,Transit,2016,
HD 97048 b,HD 97048,Disk Kinematics,2019,
Kepler-1336 b,Kepler-1336,Transit,2016,793.0
GJ 876 b,GJ 876,Radial Velocity,1998,
Kepler-872 b,Kepler-872,Transit,2016,1230.0
Kepler-1656 b,Kepler-1656,Transit,2018,651.0
POTS-1 b,POTS-1,Transit,2013,
Kepler-68 e,Kepler-68,Radial Velocity,2023,
HD 164604 b,HD 164604,Radial Velocity,2009,
Kepler-1406 b,Kepler-1406,Transit,2016,854.0
NN Ser d,NN Ser,Eclipse Timing Variations,2010,
Kepler-208 b,Kepler-208,Transit,2014,1379.0
Kepler-758 e,Kepler-758,Transit,2016,1144.0
HATS-13 b,HATS-13,Transit,2015,1244.0
Kepler-675 b,Kepler-675,Transit,2016,1070.0
Kepler-77 b,Kepler-77,Transit,2013,1440.0
Kepler-1146 b,Kepler-1146,Transit,2016,1019.0
Kepler-679 b,Kepler-679,Transit,2016,677.0
K2-265 b,K2-265,Transit,2018,1366.0
TOI-5300 b,TOI-5300,Transit,2025,1043.0
Kepler-1682 b,Kepler-1682,Transit,2020,694.0
WASP-100 b,WASP-100,Transit,2014,2190.0
Kepler-1907 c,Kepler-1907,Transit,2021,620.0
Kepler-1643 b,Kepler-1643,Transit,2016,799.0
Kepler-996 b,Kepler-996,Transit,2016,1272.0
Kepler-174 d,Kepler-174,Transit,2014,212.0
XO-4 b,XO-4,Transit,2010,1630.0
Kepler-1969 b,Kepler-1969,Transit,2021,999.0
Kepler-282 d,Kepler-282,Transit,2013,588.0
HD 219828 c,HD 219828,Radial Velocity,2016,
WASP-13 b,WASP-13,Transit,2009,1531.0
Kepler-758 d,Kepler-758,Transit,2016,843.0
K2-85 b,K2-85,Transit,2016,1355.0
TOI-2076 b,TOI-2076,Transit,2021,738.0
TOI-5799 b,TOI-5799,Transit,2024,505.0
Kepler-1963 b,Kepler-1963,Transit,2021,1448.0
K2-3 d,K2-3,Transit,2015,305.2
Kepler-48 f,Kepler-48,Radial Velocity,2023,
HIP 78530 b,HIP 78530,Imaging,2010,2700.0
Kepler-360 b,Kepler-360,Transit,2014,1116.0
Kepler-426 b,Kepler-426,Transit,2014,1300.0
Kepler-293 b,Kepler-293,Transit,2014,657.0
HD 135625 b,HD 135625,Radial Velocity,2023,
Kepler-82 f,Kepler-82,Transit Timing Variations,2019,
NGTS-33 b,NGTS-33,Transit,2024,1991.0
K2-419 A b,K2-419 A,Transit,2024,377.0
Kepler-1834 b,Kepler-1834,Transit,2021,848.0
HD 113337 b,HD 113337,Radial Velocity,2013,
GJ 411 b,GJ 411,Radial Velocity,2019,349.83
TOI-4794 b,TOI-4794,Transit,2025,1673.0
HD 52265 b,HD 52265,Radial Velocity,2000,405.0
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,Microlensing,2016,
TOI-451 d,TOI-451,Transit,2020,722.0
Kepler-122 e,Kepler-122,Transit,2014,618.0
Kepler-974 b,Kepler-974,Transit,2016,577.0
Kepler-1276 b,Kepler-1276,Transit,2016,886.0
Kepler-1653 b,Kepler-1653,Transit,2017,284.0
Kepler-1410 b,Kepler-1410,Transit,2016,290.0
TOI-5205 b,TOI-5205,Transit,2023,737.0
Kepler-1008 b,Kepler-1008,Transit,2016,627.0
Kepler-1373 b,Kepler-1373,Transit,2016,1887.0
Kepler-172 e,Kepler-172,Transit,2014,550.0
Kepler-1864 b,Kepler-1864,Transit,2021,1156.0
Kepler-1750 b,Kepler-1750,Transit,2021,298.0
WASP-24 b,WASP-24,Transit,2010,1772.0
TOI-1670 b,TOI-1670,Transit,2022,1062.0
KELT-8 b,KELT-8,Transit,2015,1675.0
TOI-2338 b,TOI-2338,Transit,2023,799.0
Kepler-275 d,Kepler-275,Transit,2014,671.0
Kepler-305 e,Kepler-305,Transit,2020,1000.0
Kepler-304 d,Kepler-304,Transit,2014,611.0
HD 331093 b,HD 331093,Radial Velocity,2021,
K2-188 b,K2-188,Transit,2018,1692.0
K2-110 b,K2-110,Transit,2017,638.0
Kepler-32 d,Kepler-32,Transit,2012,328.0
K2-32 d,K2-32,Transit,2016,550.0
Kepler-1101 b,Kepler-1101,Transit,2016,393.0
Kepler-58 d,Kepler-58,Transit,2014,583.0
Qatar-3 b,Qatar-3,Transit,2017,1681.0
Kepler-1787 b,Kepler-1787,Transit,2021,540.0
Kepler-1979 b,Kepler-1979,Transit,2023,683.0
GJ 849 c,GJ 849,Radial Velocity,2014,
Kepler-1090 b,Kepler-1090,Transit,2016,297.0
DMPP-1 b,DMPP-1,Radial Velocity,2019,877.0
Kepler-1110 b,Kepler-1110,Transit,2016,609.0
Kepler-231 c,Kepler-231,Transit,2014,393.0
HD 153557 b,HD 153557,Radial Velocity,2022,
Kepler-1939 b,Kepler-1939,Transit,2021,816.0
HD 67087 b,HD 67087,Radial Velocity,2015,
Kepler-245 e,Kepler-245,Transit,2016,998.0
Kepler-1170 b,Kepler-1170,Transit,2016,705.0
K2-407 c,K2-407,Transit,2022,
HD 128356 b,HD 128356,Radial Velocity,2016,
Kepler-334 d,Kepler-334,Transit,2014,656.0
GJ 15 A c,GJ 15 A,Radial Velocity,2018,
Kepler-1509 b,Kepler-1509,Transit,2016,667.0
K2-384 d,K2-384,Transit,2022,
HD 219134 f,HD 219134,Radial Velocity,2015,522.6
HD 204941 b,HD 204941,Radial Velocity,2011,
Kepler-487 c,Kepler-487,Transit,2016,487.0
Kepler-157 b,Kepler-157,Transit,2014,1546.0
HD 20794 e,HD 20794,Radial Velocity,2017,
TOI-1470 b,TOI-1470,Transit,2023,734.0
TOI-4342 c,TOI-4342,Transit,2023,508.9
AU Mic e,AU Mic,Radial Velocity,2025,
Kepler-40 b,Kepler-40,Transit,2010,1620.0
Kepler-621 b,Kepler-621,Transit,2016,737.0
Kepler-323 b,Kepler-323,Transit,2014,1838.0
TOI-2207 b,TOI-2207,Transit,2022,1259.0
OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,Microlensing,2021,
TOI-6651 b,TOI-6651,Transit,2024,1493.0
TOI-908 b,TOI-908,Transit,2023,1317.0
Kepler-1582 b,Kepler-1582,Transit,2016,354.0
HD 20003 b,HD 20003,Radial Velocity,2019,
GJ 667 C g,GJ 667 C,Radial Velocity,2013,
HD 177565 b,HD 177565,Radial Velocity,2017,
WASP-90 b,WASP-90,Transit,2016,1840.0
Kepler-1026 b,Kepler-1026,Transit,2016,425.0
HD 211810 b,HD 211810,Radial Velocity,2018,
K2-133 d,K2-133,Transit,2017,734.0
GJ 96 b,GJ 96,Radial Velocity,2018,
K2-3 b,K2-3,Transit,2015,501.3
OGLE-TR-182 b,OGLE-TR-182,Transit,2007,1550.0
HD 96700 d,HD 96700,Radial Velocity,2021,
K2-165 b,K2-165,Transit,2018,
Kepler-208 d,Kepler-208,Transit,2014,999.0
Kepler-1129 c,Kepler-1129,Transit,2016,503.0
Kepler-1553 b,Kepler-1553,Transit,2016,926.0
Kepler-1374 b,Kepler-1374,Transit,2016,737.0
WASP-139 b,WASP-139,Transit,2016,910.0
HD 4113 b,HD 4113,Radial Velocity,2007,
Kepler-512 b,Kepler-512,Transit,2016,652.0
K2-170 c,K2-170,Transit,2018,
Kepler-639 b,Kepler-639,Transit,2016,957.0
HD 191939 e,HD 191939,Radial Velocity,2022,390.0
Kepler-298 c,Kepler-298,Transit,2014,416.0
GJ 896 A b,GJ 896 A,Astrometry,2022,
HD 72490 b,HD 72490,Radial Velocity,2018,
Kepler-655 b,Kepler-655,Transit,2016,588.0
K2-63 b,K2-63,Transit,2016,
FU Tau b,FU Tau,Imaging,2008,2375.0
HAT-P-14 b,HAT-P-14,Transit,2010,1624.0
GJ 433 c,GJ 433,Radial Velocity,2014,
Kepler-1461 b,Kepler-1461,Transit,2016,451.0
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,Microlensing,2023,
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,Microlensing,2021,
GJ 251 b,GJ 251,Radial Velocity,2020,336.0
KOI-351 g,KOI-351,Transit,2013,342.0
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,Microlensing,2021,
Kepler-1931 b,Kepler-1931,Transit,2021,619.0
TOI-519 b,TOI-519,Transit,2021,687.0
Kepler-287 c,Kepler-287,Transit,2014,513.0
NGTS-23 b,NGTS-23,Transit,2022,1327.0
HD 80653 b,HD 80653,Transit,2020,2463.0
Kepler-1067 b,Kepler-1067,Transit,2016,1872.0
HD 13808 c,HD 13808,Radial Velocity,2021,
Kepler-1753 b,Kepler-1753,Transit,2021,583.0
K2-219 d,K2-219,Transit,2018,
Kepler-570 b,Kepler-570,Transit,2016,1009.0
Kepler-340 b,Kepler-340,Transit,2014,1092.0
HD 108874 b,HD 108874,Radial Velocity,2002,
Kepler-1049 b,Kepler-1049,Transit,2016,625.0
Kepler-252 c,Kepler-252,Transit,2014,499.0
Kepler-663 b,Kepler-663,Transit,2016,917.0
HD 125271 b,HD 125271,Radial Velocity,2022,
TOI-2669 b,TOI-2669,Transit,2022,1226.0
TOI-2498 b,TOI-2498,Transit,2023,1443.0
WASP-93 b,WASP-93,Transit,2016,1942.0
Kepler-299 b,Kepler-299,Transit,2014,1258.0
Kepler-762 b,Kepler-762,Transit,2016,1302.0
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,Microlensing,2018,
CoRoT-30 b,CoRoT-30,Transit,2020,
Kepler-276 b,Kepler-276,Transit,2014,739.0
WASP-98 b,WASP-98,Transit,2014,1171.0
Kepler-10 c,Kepler-10,Transit,2011,579.0
Kepler-337 b,Kepler-337,Transit,2014,1458.0
Kepler-108 b,Kepler-108,Transit,2014,669.0
Kepler-958 b,Kepler-958,Transit,2016,749.0
2MASS J21252752-8138278 b,2MASS J21252752-8138278,Imaging,2024,1616.0
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,Microlensing,2013,
K2-384 f,K2-384,Transit,2022,
Kepler-381 b,Kepler-381,Transit,2014,1576.0
Kepler-707 b,Kepler-707,Transit,2016,1160.0
Luhman 16 b,Luhman 16 A,Imaging,2017,
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,Microlensing,2020,
Kepler-202 b,Kepler-202,Transit,2014,802.0
TOI-1346 c,TOI-1346,Transit,2025,928.0
Kepler-284 b,Kepler-284,Transit,2014,686.0
Kepler-135 c,Kepler-135,Transit,2014,975.0
GJ 3634 b,GJ 3634,Radial Velocity,2010,
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,Microlensing,2022,
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,Microlensing,2010,
Kepler-950 b,Kepler-950,Transit,2016,360.0
HD 73526 b,HD 73526,Radial Velocity,2002,
Kepler-102 d,Kepler-102,Transit,2014,686.0
K2-187 c,K2-187,Transit,2018,1173.0
WASP-47 d,WASP-47,Transit,2015,885.0
WISPIT 1 c,WISPIT 1,Imaging,2025,
Kepler-1624 b,Kepler-1624,Transit,2016,540.0
Kepler-959 b,Kepler-959,Transit,2016,1912.0
TOI-198 b,TOI-198,Transit,2023,368.0
K2-243 b,K2-243,Transit,2018,1035.0
Kepler-963 b,Kepler-963,Transit,2016,802.0
Kepler-846 b,Kepler-846,Transit,2016,624.0
TOI-561 b,TOI-561,Transit,2020,2319.0
YZ Cet b,YZ Cet,Radial Velocity,2017,471.2
K2-133 c,K2-133,Transit,2017,
HD 135872 b,HD 135872,Radial Velocity,2022,
Kepler-1310 b,Kepler-1310,Transit,2016,1883.0
K2-271 b,K2-271,Transit,2018,893.0
HIP 74890 b,HIP 74890,Radial Velocity,2016,
WASP-188 b,WASP-188,Transit,2025,1666.0
K2-36 b,K2-36,Transit,2016,1328.0
WASP-97 b,WASP-97,Transit,2014,1555.0
Kepler-1798 b,Kepler-1798,Transit,2021,408.0
TOI-2992 b,TOI-2992,Transit,2025,1726.0
Kepler-749 b,Kepler-749,Transit,2016,454.0
HD 102329 b,HD 102329,Radial Velocity,2011,
Kepler-495 c,Kepler-495,Transit,2021,1000.0
TOI-1194 b,TOI-1194,Transit,2023,1264.29
Barnard d,Barnard's star,Radial Velocity,2025,483.0
K2-398 b,K2-398,Transit,2022,
Kepler-1951 b,Kepler-1951,Transit,2021,728.0
Kepler-268 c,Kepler-268,Transit,2014,471.0
GJ 180 b,GJ 180,Radial Velocity,2014,
Kepler-389 b,Kepler-389,Transit,2014,1047.0
K2-331 c,K2-331,Transit,2021,673.0
HD 20794 d,HD 20794,Radial Velocity,2011,388.0
HU Aqr AB c,HU Aqr,Eclipse Timing Variations,2011,
K2-268 b,K2-268,Transit,2018,1136.0
Kepler-1584 b,Kepler-1584,Transit,2016,886.0
LkCa 15 c,LkCa 15,Imaging,2015,
Kepler-1368 b,Kepler-1368,Transit,2016,2085.0
Kepler-924 b,Kepler-924,Transit,2016,610.0
Kepler-1542 c,Kepler-1542,Transit,2016,1287.0
TOI-837 b,TOI-837,Transit,2020,995.3
K2-102 b,K2-102,Transit,2016,
Kepler-1877 b,Kepler-1877,Transit,2021,1278.0
Kepler-331 c,Kepler-331,Transit,2014,425.0
Kepler-543 b,Kepler-543,Transit,2016,521.0
Kepler-1096 b,Kepler-1096,Transit,2016,794.0
K2-404 b,K2-404,Transit,2022,
TOI-615 b,TOI-615,Transit,2023,1666.0
Kepler-303 c,Kepler-303,Transit,2014,521.0
HD 150010 b,HD 150010,Radial Velocity,2022,
HD 74698 b,HD 74698,Radial Velocity,2023,
HD 160691 e,HD 160691,Radial Velocity,2006,
WASP-99 b,WASP-99,Transit,2014,1480.0
Kepler-152 c,Kepler-152,Transit,2014,326.0
HD 56414 b,HD 56414,Transit,2022,1133.0
Gliese 12 b,Gliese 12,Transit,2024,314.6
Kepler-266 c,Kepler-266,Transit,2014,421.0
Kepler-1388 b,Kepler-1388,Transit,2016,434.0
TOI-6130 b,TOI-6130,Transit,2024,1750.0
GJ 514 b,GJ 514,Radial Velocity,2022,202.0
rho CrB b,rho CrB,Radial Velocity,1997,614.0
TOI-628 b,TOI-628,Transit,2021,1586.0
Kepler-1531 b,Kepler-1531,Transit,2016,2537.0
K2-12 b,K2-12,Transit,2015,1026.0
GJ 581 b,GJ 581,Radial Velocity,2005,
Kepler-84 c,Kepler-84,Transit,2012,865.0
TOI-5210 b,TOI-5210,Transit,2025,1286.0
NGTS-30 b,NGTS-30,Transit,2024,500.0
Kepler-92 c,Kepler-92,Transit,2013,781.0
Kepler-552 b,Kepler-552,Transit,2016,1103.0
K2-413 c,K2-413,Transit,2022,
K2-353 b,K2-353,Transit,2021,735.0
CoRoT-16 b,CoRoT-16,Transit,2011,
HD 94890 b,HD 94890,Radial Velocity,2025,
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,Microlensing,2018,
HD 31253 b,HD 31253,Radial Velocity,2010,
HD 208527 b,HD 208527,Radial Velocity,2012,
Kepler-326 b,Kepler-326,Transit,2014,1127.0
MASCARA-4 b,MASCARA-4,Transit,2020,2250.0
BD+60 1417 b,BD+60 1417,Imaging,2021,1303.0
Kepler-1846 b,Kepler-1846,Transit,2021,552.0
HD 82943 b,HD 82943,Radial Velocity,2003,
HD 153557 d,HD 153557,Radial Velocity,2022,
EPIC 248847494 b,EPIC 248847494,Transit,2018,183.0
Kepler-1573 b,Kepler-1573,Transit,2016,1379.0
HD 70642 b,HD 70642,Radial Velocity,2003,
PSR B1620-26 b,PSR B1620-26,Pulsar Timing,2003,
HD 147873 b,HD 147873,Radial Velocity,2016,
TOI-2719 b,TOI-2719,Transit,2025,1710.0
Kepler-175 b,Kepler-175,Transit,2014,827.0
HAT-P-24 b,HAT-P-24,Transit,2010,1637.0
KOI-94 e,KOI-94,Transit,2013,584.0
NGTS-24 b,NGTS-24,Transit,2022,1499.0
Qatar-8 b,Qatar-8,Transit,2019,1457.0
Kepler-288 c,Kepler-288,Transit,2014,815.0
alf Ari b,alf Ari,Radial Velocity,2010,
Kepler-375 c,Kepler-375,Transit,2014,720.0
LP 890-9 c,LP 890-9,Transit,2022,272.0
b Cen AB b,b Cen A,Imaging,2021,
GJ 3998 d,GJ 3998,Radial Velocity,2025,
HD 39194 c,HD 39194,Radial Velocity,2021,
GJ 160.2 b,GJ 160.2,Radial Velocity,2014,
HIP 5763 b,HIP 5763,Radial Velocity,2021,
Kepler-1044 b,Kepler-1044,Transit,2016,1058.0
Kepler-1258 b,Kepler-1258,Transit,2016,2335.0
K2-189 c,K2-189,Transit,2018,877.0
HD 205158 b,HD 205158,Radial Velocity,2022,
TOI-6628 b,TOI-6628,Transit,2025,833.0
Kepler-1489 c,Kepler-1489,Transit,2024,
NSVS 14256825 b,NSVS 14256825,Eclipse Timing Variations,2019,
Kepler-1714 b,Kepler-1714,Transit,2021,1211.0
TOI-2093 c,TOI-2093,Transit,2025,329.0
Kepler-33 f,Kepler-33,Transit,2011,691.0
HD 233604 b,HD 233604,Radial Velocity,2013,
TOI-715 b,TOI-715,Transit,2023,234.0
TOI-1266 b,TOI-1266,Transit,2020,415.0
HD 219134 h,HD 219134,Radial Velocity,2015,
TOI-1836 b,TOI-1836,Transit,2024,966.0
Kepler-1103 b,Kepler-1103,Transit,2016,736.0
TOI-470 b,TOI-470,Transit,2023,660.0
Kepler-1241 b,Kepler-1241,Transit,2016,612.0
Kepler-164 b,Kepler-164,Transit,2014,1141.0
EPIC 212424622 b,EPIC 212424622,Transit,2019,
WASP-127 b,WASP-127,Transit,2016,1400.0
Kepler-32 f,Kepler-32,Transit,2012,1026.0
HD 167677 b,HD 167677,Radial Velocity,2023,
Kepler-1915 b,Kepler-1915,Transit,2021,809.0
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,Radial Velocity,2014,
WASP-116 b,WASP-116,Transit,2025,1414.0
K2-217 b,K2-217,Transit,2018,
K2-275 c,K2-275,Transit,2018,653.0
WASP-193 b,WASP-193,Transit,2023,1254.0
Kepler-968 b,Kepler-968,Transit,2016,745.0
TOI-1898 b,TOI-1898,Transit,2024,674.54
Kepler-1820 b,Kepler-1820,Transit,2021,561.0
K2-209 b,K2-209,Transit,2018,
HD 93963 A b,HD 93963 A,Transit,2022,1842.23
Kepler-1734 b,Kepler-1734,Transit,2021,985.0
Kepler-1669 d,Kepler-1669,Transit,2023,669.0
Kepler-993 b,Kepler-993,Transit,2016,352.0
HIP 8152 b,HIP 8152,Transit,2023,794.96
Kepler-288 b,Kepler-288,Transit,2014,1197.0
Kepler-1722 b,Kepler-1722,Transit,2021,753.0
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,Microlensing,2022,
KELT-4 A b,KELT-4 A,Transit,2016,1823.0
TOI-1937 A b,TOI-1937 A,Transit,2023,2097.0
Kepler-215 d,Kepler-215,Transit,2014,527.0
Kepler-1388 d,Kepler-1388,Transit,2016,363.0
Kepler-1867 b,Kepler-1867,Transit,2021,768.0
Kepler-1130 c,Kepler-1130,Transit,2021,1072.0
Kepler-114 b,Kepler-114,Transit,2014,586.0
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,Microlensing,2014,
EPIC 212737443 b,EPIC 212737443,Transit,2019,536.0
HD 20782 b,HD 20782,Radial Velocity,2006,
K2-270 c,K2-270,Transit,2018,848.0
Kepler-410 A b,Kepler-410 A,Transit,2013,866.0
Kepler-254 b,Kepler-254,Transit,2014,1013.0
Kepler-1113 b,Kepler-1113,Transit,2016,558.0
Kepler-841 b,Kepler-841,Transit,2016,416.0
HD 4203 b,HD 4203,Radial Velocity,2001,
Kepler-331 b,Kepler-331,Transit,2014,540.0
