pl_name,hostname,discoverymethod,disc_year,pl_eqt,st_teff
GJ 1252 b,GJ 1252,Transit,2020,1089.0,3458.0
Kepler-357 b,Kepler-357,Transit,2014,793.0,5036.0
Kepler-224 b,Kepler-224,Transit,2014,937.0,5018.0
WASP-107 b,WASP-107,Transit,2017,736.0,4430.0
TOI-1062 c,TOI-1062,Radial Velocity,2021,859.0,5328.0
Kepler-1366 b,Kepler-1366,Transit,2016,783.0,4070.0
TOI-5678 b,TOI-5678,Transit,2023,513.0,5485.0
Kepler-23 d,Kepler-23,Transit,2014,896.0,5828.0
Kepler-1593 b,Kepler-1593,Transit,2016,260.0,4995.0
LHS 475 b,LHS 475,Transit,2023,586.0,3312.0
Kepler-1510 b,Kepler-1510,Transit,2016,537.0,6200.0
Kepler-625 b,Kepler-625,Transit,2016,852.0,5789.0
TOI-2196 b,TOI-2196,Transit,2022,1860.0,5634.0
Kepler-1814 b,Kepler-1814,Transit,2021,1022.0,4761.0
Kepler-1302 b,Kepler-1302,Transit,2016,778.0,5236.0
Kepler-977 b,Kepler-977,Transit,2016,544.0,5315.0
Kepler-1004 b,Kepler-1004,Transit,2016,1661.0,4972.0
GJ 393 b,GJ 393,Radial Velocity,2021,485.0,3579.0
Kepler-165 c,Kepler-165,Transit,2014,581.0,5155.0
Kepler-1500 b,Kepler-1500,Transit,2016,928.0,5845.0
Kepler-371 b,Kepler-371,Transit,2014,554.0,5794.0
K2-155 d,K2-155,Transit,2018,381.0,4258.0
TOI-3023 b,TOI-3023,Transit,2023,1596.0,5760.0
K2-340 b,K2-340,Transit,2021,606.0,5532.0
Kepler-46 d,Kepler-46,Transit,2014,845.0,5309.0
K2-255 b,K2-255,Transit,2018,1034.0,4676.0
Kepler-1678 b,Kepler-1678,Transit,2020,329.0,5421.0
TIC 434398831 b,TIC 434398831,Transit,2025,1250.0,5638.0
Kepler-1334 b,Kepler-1334,Transit,2016,710.0,5614.0
Gl 378 b,Gl 378,Radial Velocity,2019,830.0,3879.0
Kepler-1598 b,Kepler-1598,Transit,2016,1236.0,5940.0
Kepler-480 b,Kepler-480,Transit,2016,1312.0,6322.0
K2-224 b,K2-224,Transit,2018,1002.0,5620.0
Kepler-256 c,Kepler-256,Transit,2014,1315.0,5551.0
Kepler-1066 b,Kepler-1066,Transit,2016,1290.0,5762.0
Kepler-1464 b,Kepler-1464,Transit,2016,564.0,5828.0
Kepler-1209 b,Kepler-1209,Transit,2016,755.0,6210.0
Kepler-1953 b,Kepler-1953,Transit,2021,731.0,4621.0
Kepler-262 c,Kepler-262,Transit,2014,618.0,5841.0
TOI-1811 b,TOI-1811,Transit,2023,962.2,4673.0
Kepler-384 b,Kepler-384,Transit,2014,670.0,5577.0
Kepler-1012 b,Kepler-1012,Transit,2016,934.0,5556.0
Kepler-1249 b,Kepler-1249,Transit,2016,647.0,6202.0
Kepler-303 b,Kepler-303,Transit,2014,802.0,3944.0
Kepler-255 c,Kepler-255,Transit,2014,807.0,5573.0
Kepler-805 b,Kepler-805,Transit,2016,743.0,6112.0
Kepler-357 d,Kepler-357,Transit,2014,402.0,5036.0
Kepler-1674 b,Kepler-1674,Transit,2020,417.0,5326.33
Kepler-363 b,Kepler-363,Transit,2014,1347.0,5593.0
Kepler-1238 b,Kepler-1238,Transit,2016,1389.0,6386.0
HD 192263 b,HD 192263,Radial Velocity,1999,486.0,4965.0
K2-35 c,K2-35,Transit,2016,766.0,4402.71
Kepler-1940 b,Kepler-1940,Transit,2021,885.0,5264.0
TOI-733 b,TOI-733,Transit,2023,1055.8,5585.0
Kepler-114 d,Kepler-114,Transit,2013,446.0,4605.0
Kepler-264 c,Kepler-264,Transit,2014,511.0,6158.0
Kepler-1242 b,Kepler-1242,Transit,2016,639.0,4895.0
Kepler-1786 b,Kepler-1786,Transit,2021,501.0,5718.47
Kepler-319 c,Kepler-319,Transit,2014,876.0,5526.0
Kepler-85 d,Kepler-85,Transit,2014,626.0,5436.0
K2-214 b,K2-214,Transit,2018,1001.0,5854.0
K2-121 b,K2-121,Transit,2017,716.0,4551.0
K2-252 b,K2-252,Transit,2018,639.0,5152.0
Kepler-850 b,Kepler-850,Transit,2016,995.0,5932.0
TOI-2257 b,TOI-2257,Transit,2021,256.0,3430.0
K2-119 b,K2-119,Transit,2017,666.0,4740.0
Kepler-265 d,Kepler-265,Transit,2014,554.0,5835.0
TOI-6008 b,TOI-6008,Transit,2024,707.0,3075.0
Kepler-1962 b,Kepler-1962,Transit,2021,901.0,5766.0
Kepler-1437 b,Kepler-1437,Transit,2016,770.0,5557.0
TOI-3757 b,TOI-3757,Transit,2022,759.0,3913.0
MASCARA-1 b,MASCARA-1,Transit,2017,2594.3,7554.0
Kepler-266 b,Kepler-266,Transit,2014,1066.0,5885.0
Kepler-1099 b,Kepler-1099,Transit,2016,1558.0,5837.0
Kepler-87 b,Kepler-87,Transit,2013,478.0,5600.0
Kepler-856 b,Kepler-856,Transit,2016,824.0,5535.0
TOI-3980 b,TOI-3980,Transit,2025,1621.0,5840.0
Kepler-330 b,Kepler-330,Transit,2014,714.0,5117.0
Kepler-226 c,Kepler-226,Transit,2014,919.0,5571.0
Kepler-587 b,Kepler-587,Transit,2016,764.0,5549.0
TOI-1266 d,TOI-1266,Transit Timing Variations,2025,288.0,3600.0
Kepler-691 b,Kepler-691,Transit,2016,460.0,3715.0
Kepler-154 d,Kepler-154,Transit,2016,657.0,5690.0
Kepler-279 e,Kepler-279,Transit,2025,552.0,6363.0
HAT-P-2 b,HAT-P-2,Transit,2007,1540.0,6414.0
TYC 3667-1280-1 b,TYC 3667-1280-1,Radial Velocity,2016,1350.0,5130.0
Kepler-1279 b,Kepler-1279,Transit,2016,738.0,6221.0
Kepler-1083 b,Kepler-1083,Transit,2016,448.0,5049.0
Kepler-79 d,Kepler-79,Transit,2014,592.0,6174.0
Kepler-215 b,Kepler-215,Transit,2014,784.0,5739.0
Kepler-1172 b,Kepler-1172,Transit,2016,675.0,5558.0
Kepler-195 c,Kepler-195,Transit,2014,469.0,5329.0
Kepler-724 b,Kepler-724,Transit,2016,1155.0,5437.0
K2-240 c,K2-240,Transit,2018,389.0,3810.0
Kepler-190 b,Kepler-190,Transit,2014,1166.0,5106.0
WASP-10 b,WASP-10,Transit,2008,1370.0,4675.0
Kepler-442 b,Kepler-442,Transit,2015,241.0,4402.0
Kepler-1495 b,Kepler-1495,Transit,2016,443.0,5831.0
Kepler-232 b,Kepler-232,Transit,2014,1104.0,5847.0
Kepler-112 c,Kepler-112,Transit,2014,538.0,5544.0
NGTS-17 b,NGTS-17,Transit,2021,1457.0,5650.0
Kepler-159 c,Kepler-159,Transit,2014,275.0,4625.0
K2-15 b,K2-15,Transit,2015,676.0,5131.0
Kepler-377 b,Kepler-377,Transit,2014,875.0,5949.0
Kepler-1463 b,Kepler-1463,Transit,2016,619.0,5679.0
K2-87 b,K2-87,Transit,2016,979.0,5747.0
Kepler-712 c,Kepler-712,Transit,2016,236.0,5148.0
Kepler-1983 b,Kepler-1983,Transit,2023,807.0,5022.0
TOI-1231 b,TOI-1231,Transit,2021,329.6,3562.0
HATS-36 b,HATS-36,Transit,2018,1203.0,5950.0
Kepler-887 b,Kepler-887,Transit,2016,785.0,6194.0
Kepler-158 b,Kepler-158,Transit,2014,500.0,4628.0
Kepler-196 c,Kepler-196,Transit,2014,407.0,5128.0
TOI-2154 b,TOI-2154,Transit,2023,1580.0,6280.0
Kepler-321 c,Kepler-321,Transit,2014,752.0,5740.0
Kepler-1828 b,Kepler-1828,Transit,2021,799.0,5528.0
Kepler-76 b,Kepler-76,Orbital Brightness Modulation,2013,2140.0,6409.0
Kepler-1532 b,Kepler-1532,Transit,2016,1681.0,5559.0
TOI-1468 b,TOI-1468,Transit,2022,683.5,3496.0
TIC 434398831 c,TIC 434398831,Transit,2025,1050.0,5638.0
Kepler-535 b,Kepler-535,Transit,2016,1247.0,6123.0
Wolf 1069 b,Wolf 1069,Radial Velocity,2023,250.1,3158.0
TrES-3 b,TrES-3,Transit,2007,1638.0,5720.0
TOI-3082 b,TOI-3082,Transit,2023,1032.78,4249.0
Kepler-1037 b,Kepler-1037,Transit,2016,1650.0,5105.0
Kepler-107 b,Kepler-107,Transit,2014,1592.0,5854.0
Kepler-378 c,Kepler-378,Transit,2014,414.0,4661.0
K2-287 b,K2-287,Transit,2018,804.0,5695.0
Kepler-1645 b,Kepler-1645,Transit,2016,754.0,5812.0
K2-157 d,K2-157,Radial Velocity,2025,429.1,5334.0
WASP-138 b,WASP-138,Transit,2016,1590.0,6272.0
Kepler-1185 b,Kepler-1185,Transit,2016,355.0,5622.0
WASP-148 b,WASP-148,Transit,2020,940.0,5460.0
Kepler-599 b,Kepler-599,Transit,2016,623.0,5127.0
Kepler-1033 b,Kepler-1033,Transit,2016,914.0,5547.0
Kepler-965 b,Kepler-965,Transit,2016,393.0,5886.0
Kepler-404 b,Kepler-404,Transit,2014,730.0,5654.0
TOI-2285 b,TOI-2285,Transit,2021,358.0,3491.0
HD 164922 c,HD 164922,Radial Velocity,2016,400.5,5293.0
Kepler-730 c,Kepler-730,Transit,2018,1607.0,5620.0
TOI-6303 b,TOI-6303,Transit,2025,541.0,3977.0
Kepler-513 b,Kepler-513,Transit,2016,623.0,5849.0
Kepler-1530 b,Kepler-1530,Transit,2016,1484.0,5338.57
WASP-167 b,WASP-167,Transit,2017,2329.0,7043.0
HD 330075 b,HD 330075,Radial Velocity,2004,990.0,6295.0
TOI-1180 b,TOI-1180,Transit,2024,638.18,4700.0
HIP 41378 f,HIP 41378,Transit,2016,294.0,6199.0
Kepler-360 c,Kepler-360,Transit,2014,860.0,6053.0
WASP-178 b,WASP-178,Transit,2019,2470.0,8640.0
TOI-4994 b,TOI-4994,Transit,2024,717.6,5640.0
Kepler-63 b,Kepler-63,Transit,2013,791.0,5576.0
Kepler-1996 c,Kepler-1996,Transit,2023,276.0,4519.0
Kepler-1441 b,Kepler-1441,Transit,2016,682.0,5802.0
LTT 3780 b,LTT 3780,Transit,2020,903.0,3358.0
Kepler-498 b,Kepler-498,Transit,2016,931.0,5744.0
Kepler-529 b,Kepler-529,Transit,2016,1662.0,6087.0
K2-354 b,K2-354,Transit,2021,543.0,3669.0
OGLE-TR-211 b,OGLE-TR-211,Transit,2007,1686.0,6325.0
Kepler-1324 b,Kepler-1324,Transit,2016,895.0,4776.0
Kepler-60 c,Kepler-60,Transit,2012,1023.0,5905.0
Kepler-354 c,Kepler-354,Transit,2014,508.0,4648.0
Kepler-330 c,Kepler-330,Transit,2014,573.0,5117.0
CoRoT-22 b,CoRoT-22,Transit,2014,885.0,5939.0
Kepler-243 c,Kepler-243,Transit,2014,559.0,5228.0
Kepler-264 b,Kepler-264,Transit,2014,772.0,6158.0
Kepler-110 b,Kepler-110,Transit,2014,1008.0,5960.0
K2-325 b,K2-325,Transit,2020,423.0,3287.0
Kepler-320 c,Kepler-320,Transit,2014,1002.0,6435.0
Kepler-879 b,Kepler-879,Transit,2016,580.0,5644.0
Kepler-809 b,Kepler-809,Transit,2016,478.0,5734.0
TOI-1136 b,TOI-1136,Transit,2022,1216.0,5770.0
Kepler-1614 b,Kepler-1614,Transit,2016,981.0,5121.0
TOI-2537 b,TOI-2537,Transit,2024,338.0,4843.0
Kepler-1641 b,Kepler-1641,Transit,2016,908.0,6152.0
Kepler-1296 b,Kepler-1296,Transit,2016,1285.0,5359.0
Kepler-1114 b,Kepler-1114,Transit,2016,631.0,5374.0
K2-240 b,K2-240,Transit,2018,586.0,3810.0
Kepler-23 b,Kepler-23,Transit,2011,1157.0,5828.0
Kepler-1173 b,Kepler-1173,Transit,2016,1650.0,5252.0
Kepler-210 b,Kepler-210,Transit,2014,737.0,4559.0
L 98-59 c,L 98-59,Transit,2019,526.0,3415.0
Kepler-367 b,Kepler-367,Transit,2014,401.0,4710.0
Kepler-306 c,Kepler-306,Transit,2014,716.0,4954.0
Kepler-1166 b,Kepler-1166,Transit,2016,486.0,5446.0
LHS 1815 b,LHS 1815,Transit,2020,617.0,3643.0
CoRoT-20 b,CoRoT-20,Transit,2011,1024.0,5880.0
WASP-95 b,WASP-95,Transit,2014,1570.0,5630.0
Kepler-162 c,Kepler-162,Transit,2014,681.0,5743.0
Kepler-458 c,KIC 9663113,Transit,2016,798.0,6065.0
Kepler-1848 b,Kepler-1848,Transit,2021,774.0,4772.0
K2-187 d,K2-187,Transit,2018,865.0,5484.0
Kepler-969 c,Kepler-969,Transit,2016,1270.0,5214.0
HIP 41378 e,HIP 41378,Transit,2016,335.0,6199.0
WASP-63 b,WASP-63,Transit,2012,1469.91,5550.0
GJ 1132 b,GJ 1132,Transit,2015,583.8,3270.0
TOI-6223 b,TOI-6223,Transit,2025,714.0,3895.0
HAT-P-68 b,HAT-P-68,Transit,2020,1027.8,4508.0
L 98-59 d,L 98-59,Transit,2019,416.0,3415.0
Kepler-178 d,Kepler-178,Transit,2014,392.0,5676.0
K2-248 b,K2-248,Transit,2018,886.0,5528.0
HAT-P-58 b,HAT-P-58,Transit,2021,1622.0,5931.0
K2-281 b,K2-281,Transit,2018,665.0,4812.0
Kepler-575 b,Kepler-575,Transit,2016,803.0,5710.0
Kepler-1131 b,Kepler-1131,Transit,2016,1159.0,5851.0
TOI-1448 b,TOI-1448,Transit,2024,426.0,3412.0
TOI-2141 d,TOI-2141,Radial Velocity,2025,491.4,5635.0
Kepler-169 c,Kepler-169,Transit,2014,776.0,4997.0
Kepler-1698 b,Kepler-1698,Transit,2020,1351.0,4945.83
TOI-5350 b,TOI-5350,Transit,2025,1195.0,6220.0
Kepler-138 c,Kepler-138,Transit,2014,410.0,3841.0
Kepler-1001 b,Kepler-1001,Transit,2016,693.0,5491.0
L 168-9 b,L 168-9,Transit,2020,998.0,3842.0
Kepler-1059 b,Kepler-1059,Transit,2016,908.0,4906.0
NGTS-12 b,NGTS-12,Transit,2020,1257.0,5690.0
Kepler-933 b,Kepler-933,Transit,2016,602.0,5346.0
Kepler-493 b,Kepler-493,Transit,2016,1438.0,6457.0
Kepler-518 b,Kepler-518,Transit,2016,839.0,5842.0
Kepler-1119 b,Kepler-1119,Transit,2016,938.0,6083.0
TOI-5005 b,TOI-5005,Transit,2024,1040.0,5749.0
Kepler-28 b,Kepler-28,Transit,2011,585.0,4590.0
WASP-21 b,WASP-21,Transit,2010,1340.0,5800.0
Kepler-991 b,Kepler-991,Transit,2016,260.0,4392.0
Kepler-79 c,Kepler-79,Transit,2012,734.0,6174.0
TOI-4155 b,TOI-4155,Transit,2025,1255.0,5724.0
Kepler-49 d,Kepler-49,Transit,2014,717.0,4252.0
HD 221416 b,HD 221416,Transit,2019,789.15,5080.0
Kepler-107 c,Kepler-107,Transit,2014,1378.0,5854.0
TOI-2095 b,TOI-2095,Transit,2023,347.0,3662.0
WASP-67 b,WASP-67,Transit,2012,1003.0,5200.0
Kepler-1755 b,Kepler-1755,Transit,2021,631.0,6229.0
TOI-2000 b,TOI-2000,Transit,2023,1488.0,5607.0
TOI-431 c,TOI-431,Radial Velocity,2021,867.0,4850.0
Kepler-9 c,Kepler-9,Transit,2010,523.0,5774.0
OGLE-TR-113 b,OGLE-TR-113,Transit,2004,1342.0,4588.0
Kepler-332 b,Kepler-332,Transit,2014,703.0,4955.0
Kepler-508 b,Kepler-508,Transit,2016,710.0,6025.0
Kepler-1041 b,Kepler-1041,Transit,2016,644.0,5957.0
HATS-75 b,HATS-75,Transit,2021,772.3,3790.4
Kepler-877 b,Kepler-877,Transit,2016,632.0,5261.0
TIC 237913194 b,TIC 237913194,Transit,2020,974.0,5788.0
Kepler-1578 b,Kepler-1578,Transit,2016,1700.0,5545.0
K2-389 b,K2-389,Transit,2022,932.0,5782.0
HD 191939 f,HD 191939,Radial Velocity,2022,125.0,5427.0
WASP-84 c,WASP-84,Transit,2023,1329.0,5314.0
WASP-31 b,WASP-31,Transit,2010,1423.7,6200.0
TOI-776 c,TOI-776,Transit,2020,420.0,3709.0
Kepler-212 b,Kepler-212,Transit,2014,830.0,5852.0
Kepler-43 b,Kepler-43,Transit,2011,1620.0,6041.0
Kepler-1577 b,Kepler-1577,Transit,2016,1125.0,4862.0
Kepler-1700 b,Kepler-1700,Transit,2020,329.0,5885.0
YZ Cet d,YZ Cet,Radial Velocity,2017,356.7,3056.0
TOI-2093 b,TOI-2093,Radial Velocity,2025,535.0,4426.0
Kepler-251 b,Kepler-251,Transit,2014,990.0,5526.0
WASP-195 b,WASP-195,Transit,2025,1522.0,6300.0
Kepler-1608 b,Kepler-1608,Transit,2016,612.0,4992.0
HATS-11 b,HATS-11,Transit,2016,1596.0,5871.0
Kepler-359 d,Kepler-359,Transit,2014,464.0,6248.0
TOI-1789 b,TOI-1789,Transit,2021,1927.0,5984.0
Kepler-830 b,Kepler-830,Transit,2016,907.0,6037.0
Kepler-152 b,Kepler-152,Transit,2014,551.0,5050.0
Kepler-253 c,Kepler-253,Transit,2014,680.0,5208.0
Kepler-672 b,Kepler-672,Transit,2016,529.0,5627.0
Kepler-198 b,Kepler-198,Transit,2014,655.0,5574.0
HATS-29 b,HATS-29,Transit,2016,1212.0,5670.0
Kepler-885 b,Kepler-885,Transit,2016,830.0,6187.0
Kepler-899 b,Kepler-899,Transit,2016,640.0,5595.0
HD 110067 b,HD 110067,Transit,2023,800.0,5266.0
K2-272 b,K2-272,Transit,2018,747.0,5419.0
TOI-286 c,TOI-286,Transit,2024,475.0,5132.0
TOI-3474 b,TOI-3474,Transit,2025,1451.0,6020.0
TOI-2081 b,TOI-2081,Transit,2022,488.0,3800.0
Kepler-1328 b,Kepler-1328,Transit,2016,1214.0,5780.0
HD 152843 b,HD 152843,Transit,2021,1003.11,6310.0
Kepler-1323 b,Kepler-1323,Transit,2016,2291.0,6169.0
Kepler-151 c,Kepler-151,Transit,2014,544.0,5460.0
K2-61 b,K2-61,Transit,2016,1325.0,6293.0
Kepler-1329 b,Kepler-1329,Transit,2016,577.0,4500.0
Kepler-825 c,Kepler-825,Transit,2016,981.0,5976.0
Kepler-281 c,Kepler-281,Transit,2014,513.0,5723.0
Kepler-80 b,Kepler-80,Transit,2012,547.0,4540.0
HD 40307 f,HD 40307,Radial Velocity,2013,398.0,4977.0
Kepler-382 b,Kepler-382,Transit,2014,1166.0,5600.0
TOI-4329 b,TOI-4329,Transit,2022,2027.12,6000.0
Kepler-1106 b,Kepler-1106,Transit,2016,2199.0,6104.0
HD 89345 b,HD 89345,Transit,2018,1089.0,5609.0
HIP 97166 c,HIP 97166,Radial Velocity,2021,642.0,5198.0
TOI-2379 b,TOI-2379,Transit,2024,624.0,3707.0
Kepler-571 b,Kepler-571,Transit,2016,978.0,5527.0
K2-24 c,K2-24,Transit,2016,542.0,5726.0
Kepler-171 c,Kepler-171,Transit,2014,752.0,5642.0
Kepler-342 e,Kepler-342,Transit,2016,1897.0,6175.0
Kepler-941 b,Kepler-941,Transit,2016,722.0,5539.0
GJ 3929 c,GJ 3929,Radial Velocity,2022,317.0,3369.0
Kepler-709 b,Kepler-709,Transit,2016,613.0,5071.0
Kepler-1832 b,Kepler-1832,Transit,2021,1022.0,5278.15
Kepler-835 b,Kepler-835,Transit,2016,921.0,5954.0
HAT-P-54 b,HAT-P-54,Transit,2015,818.0,4390.0
Kepler-1666 c,Kepler-1666,Transit,2020,578.0,5818.75
Kepler-396 b,Kepler-396,Transit,2013,496.0,5384.0
Kepler-306 b,Kepler-306,Transit,2014,830.0,4954.0
Kepler-1801 b,Kepler-1801,Transit,2021,829.0,5455.0
Kepler-690 b,Kepler-690,Transit,2016,964.0,5913.0
Kepler-244 d,Kepler-244,Transit,2014,622.0,5554.0
TOI-1680 b,TOI-1680,Transit,2023,404.0,3224.0
HD 118203 b,HD 118203,Radial Velocity,2005,1361.0,5872.0
Kepler-1217 b,Kepler-1217,Transit,2016,1542.0,5905.0
Kepler-1842 b,Kepler-1842,Transit,2021,822.0,5578.0
Kepler-146 c,Kepler-146,Transit,2014,473.0,6034.0
Kepler-711 b,Kepler-711,Transit,2016,487.0,5222.0
Kepler-166 b,Kepler-166,Transit,2014,772.0,5413.0
K2-141 b,K2-141,Transit,2018,2103.0,4599.0
HATS-4 b,HATS-4,Transit,2014,1315.0,5403.0
TOI-3568 b,TOI-3568,Transit,2024,899.0,4969.0
K2-280 b,K2-280,Transit,2018,787.0,5742.0
Kepler-1080 b,Kepler-1080,Transit,2016,548.0,5956.0
Kepler-507 b,Kepler-507,Transit,2016,1407.0,6113.0
Kepler-1228 b,Kepler-1228,Transit,2016,1757.0,5063.0
Kepler-121 b,Kepler-121,Transit,2014,997.0,5311.0
Kepler-1203 b,Kepler-1203,Transit,2016,1188.0,4105.0
TOI-2076 e,TOI-2076,Transit,2025,1138.0,5200.0
TOI-5786 b,TOI-5786,Transit,2025,1040.0,6235.0
Kepler-1501 b,Kepler-1501,Transit,2016,787.0,6229.0
Kepler-172 d,Kepler-172,Transit,2014,736.0,5526.0
TRAPPIST-1 b,TRAPPIST-1,Transit,2016,397.6,2560.0
Kepler-1164 b,Kepler-1164,Transit,2016,936.0,5183.0
Kepler-1204 b,Kepler-1204,Transit,2016,448.0,5825.0
TOI-1117 c,TOI-1117,Radial Velocity,2025,1210.0,5635.0
Kepler-705 b,Kepler-705,Transit,2016,265.0,3722.0
Kepler-757 b,Kepler-757,Transit,2016,1734.0,6014.0
TOI-238 c,TOI-238,Radial Velocity,2024,696.0,5080.0
Kepler-716 c,Kepler-716,Transit,2020,992.0,5099.0
Kepler-1850 b,Kepler-1850,Transit,2021,1008.0,4337.0
Kepler-1858 b,Kepler-1858,Transit,2021,330.0,5058.9
Kepler-229 d,Kepler-229,Transit,2014,439.0,5120.0
Gl 686 b,Gl 686,Radial Velocity,2018,379.0,3663.0
Kepler-484 b,Kepler-484,Transit,2016,766.0,5668.0
Kepler-142 c,Kepler-142,Transit,2014,1201.0,5790.0
Kepler-257 d,Kepler-257,Transit,2014,567.0,5180.0
Kepler-728 b,Kepler-728,Transit,2016,982.0,5660.0
TOI-6029 b,TOI-6029,Transit,2024,1484.0,6223.0
Kepler-563 b,Kepler-563,Transit,2016,546.0,5066.0
Kepler-221 d,Kepler-221,Transit,2014,712.0,5243.0
Kepler-595 b,Kepler-595,Transit,2016,535.0,5247.0
TOI-2570 b,TOI-2570,Transit,2022,1431.0,5756.0
Kepler-629 b,Kepler-629,Transit,2016,816.0,5444.0
Kepler-11 b,Kepler-11,Transit,2010,849.0,5663.0
Kepler-1353 b,Kepler-1353,Transit,2016,491.0,4776.0
Kepler-652 b,Kepler-652,Transit,2016,974.0,5490.0
TOI-512 b,TOI-512,Transit,2025,1009.0,5277.0
Kepler-386 b,Kepler-386,Transit,2014,651.0,5178.0
NGTS-26 b,NGTS-26,Transit,2024,1331.0,5550.0
Kepler-1270 b,Kepler-1270,Transit,2016,1598.0,5047.0
Kepler-1502 b,Kepler-1502,Transit,2016,608.0,6666.0
Kepler-1370 b,Kepler-1370,Transit,2016,770.0,6202.0
HD 106315 c,HD 106315,Transit,2017,886.0,6327.0
Kepler-172 c,Kepler-172,Transit,2014,970.0,5526.0
Kepler-1429 b,Kepler-1429,Transit,2016,1199.0,5902.0
Kepler-1548 b,Kepler-1548,Transit,2016,350.0,5706.0
WASP-166 b,WASP-166,Transit,2019,1270.0,6050.0
Kepler-175 c,Kepler-175,Transit,2014,583.0,6064.0
Kepler-1022 b,Kepler-1022,Transit,2016,512.0,4445.0
Kepler-1321 d,Kepler-1321,Transit,2021,509.0,4034.0
WASP-84 b,WASP-84,Transit,2014,732.0,5314.0
Kepler-1861 b,Kepler-1861,Transit,2021,617.0,5783.31
Kepler-433 b,Kepler-433,Transit,2015,1776.0,6360.0
Kepler-886 b,Kepler-886,Transit,2016,1111.0,6098.0
Kepler-1340 b,Kepler-1340,Transit,2016,2174.0,6331.0
HD 110113 c,HD 110113,Radial Velocity,2021,990.0,5732.0
Kepler-220 b,Kepler-220,Transit,2014,759.0,4632.0
Kepler-398 d,Kepler-398,Transit,2016,636.0,4493.0
TOI-2295 c,TOI-2295,Radial Velocity,2024,234.9,5733.0
TOI-663 c,TOI-663,Transit,2024,553.0,3681.0
Kepler-1472 b,Kepler-1472,Transit,2016,613.0,6159.0
Kepler-133 b,Kepler-133,Transit,2014,1041.0,5736.0
TOI-1064 c,TOI-1064,Transit,2022,634.0,4734.0
WASP-101 b,WASP-101,Transit,2014,1560.0,6400.0
Kepler-631 b,Kepler-631,Transit,2016,828.0,6185.0
Kepler-998 b,Kepler-998,Transit,2016,1020.0,6058.0
Kepler-1023 b,Kepler-1023,Transit,2016,524.0,5494.0
Kepler-62 b,Kepler-62,Transit,2013,750.0,4925.0
Kepler-987 b,Kepler-987,Transit,2016,351.0,5637.0
Kepler-576 b,Kepler-576,Transit,2016,541.0,5672.0
Kepler-385 d,Kepler-385,Transit,2020,535.0,6326.0
Kepler-1115 b,Kepler-1115,Transit,2016,1381.0,8480.0
K2-344 b,K2-344,Transit,2021,722.0,4374.0
Kepler-1859 c,Kepler-1859,Transit,2023,1327.0,5845.23
K2-323 b,K2-323,Transit,2020,318.0,3710.0
HD 21520 b,HD 21520,Transit,2024,637.0,5871.0
Kepler-1201 b,Kepler-1201,Transit,2016,789.0,6177.0
Kepler-370 c,Kepler-370,Transit,2014,647.0,5852.0
HD 28471 c,HD 28471,Radial Velocity,2025,1066.0,5766.0
Kepler-1570 b,Kepler-1570,Transit,2016,836.0,5550.0
TOI-4641 b,TOI-4641,Transit,2023,950.11,6500.0
Kepler-49 b,Kepler-49,Transit,2012,509.0,4252.0
Kepler-33 d,Kepler-33,Transit,2011,853.0,5904.0
Kepler-257 b,Kepler-257,Transit,2014,1237.0,5180.0
Kepler-115 c,Kepler-115,Transit,2014,960.0,5979.0
WASP-61 b,WASP-61,Transit,2012,1624.4,6250.0
Kepler-79 b,Kepler-79,Transit,2012,929.0,6174.0
Kepler-777 b,Kepler-777,Transit,2016,569.0,4043.0
Kepler-165 b,Kepler-165,Transit,2014,716.0,5155.0
Kepler-232 c,Kepler-232,Transit,2014,806.0,5847.0
TOI-2120 b,TOI-2120,Transit,2024,384.0,3131.0
Kepler-265 b,Kepler-265,Transit,2014,1022.0,5835.0
Kepler-1257 b,Kepler-1257,Transit,2016,1252.0,5502.0
TOI-4010 c,TOI-4010,Transit,2023,907.0,5104.0
Kepler-967 c,Kepler-967,Transit,2016,258.0,5178.0
Kepler-100 c,Kepler-100,Transit,2014,939.0,5825.0
K2-18 c,K2-18,Radial Velocity,2017,363.0,3457.0
K2-62 c,K2-62,Transit,2016,495.0,4880.0
TOI-700 b,TOI-700,Transit,2020,417.0,3480.0
Kepler-1260 b,Kepler-1260,Transit,2016,823.0,5961.0
WASP-92 b,WASP-92,Transit,2016,1871.0,6280.0
Kepler-11 f,Kepler-11,Transit,2010,513.0,5663.0
Kepler-1960 b,Kepler-1960,Transit,2021,1547.0,5938.54
Kepler-949 c,Kepler-949,Transit,2023,582.0,5088.18
Kepler-1252 b,Kepler-1252,Transit,2016,665.0,5949.0
Kepler-151 b,Kepler-151,Transit,2014,639.0,5460.0
Kepler-217 d,Kepler-217,Transit,2016,1574.0,6171.0
Kepler-659 b,Kepler-659,Transit,2016,513.0,4870.0
Kepler-305 d,Kepler-305,Transit,2014,576.0,5100.0
Kepler-1290 b,Kepler-1290,Transit,2016,1098.0,5660.0
Kepler-609 b,Kepler-609,Transit,2016,932.0,5971.0
K2-152 b,K2-152,Transit,2018,337.0,4044.0
Kepler-794 b,Kepler-794,Transit,2016,952.0,5839.0
K2-371 b,K2-371,Transit,2022,956.83,4925.0
Kepler-218 c,Kepler-218,Transit,2014,500.0,5502.0
TOI-201 b,TOI-201,Transit,2021,759.0,6394.0
